substance_id,cid,substance_name,substance_class,source,target_name,gene,species,affinity_type,affinity_nm_raw,ki_nm,reference,pmid,assay_description,endogenous,primary_target
cid:62787,62787,"2,5-DMA",Amphetamine,pdsp,5-HT2A,HTR2A,UNDEFINED,Ki,5200.0,5200.0,"Runyon SP et al., 2008",,,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL3358,,,IC50,100000.0,100000.0,,,Inhibitory concentration against monoamine oxidase A in rat brain mitochondrial suspension,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2093870,,,Ki,465.0,465.0,,,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2095159,,,Ki,1020.0,1020.0,,,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2093870,,,Ki,5200.0,5200.0,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,4720.0,4720.0,,,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL324,,,Ki,10000.0,10000.0,,,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2093870,,,Ki,5200.0,5200.0,,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL324,,,Ki,1217.0,1217.0,,,Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homoge,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2093870,,,Ki,5200.0,5200.0,,,Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogen,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2095159,,,Ki,1020.0,1020.0,,,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2093870,,,Ki,5200.0,5200.0,,,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,5200.0,5200.0,,,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,5200.0,5200.0,,,Displacement of [3H]ketanserin from 5HT2A receptor in Sprague-Dawley rat brain by liquid scintillation spectroscopy,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL224,,,Ki,5200.0,5200.0,,,Displacement of [3H]ketanserin from 5HT2A receptor expressed in NIH3T3 cells,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,5200.0,5200.0,,,Displacement of [3H]ketanserin from 5HT2A in Sprague-Dawley rat cortex membranes measured after 15 mins,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,268.0,268.0,,,Displacement of [3H]DOB from 5HT2A in Sprague-Dawley rat cortex membranes measured after 15 mins by scintillation counti,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL224,,,Ki,211.0,211.0,,,Displacement of [125I]DOI from recombinant human 5HT2A expressed in Syrian hamster AV12 cell membranes,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL322,,,Ki,4720.0,4720.0,,,Displacement of [3H]ketanserin from rat 5HT2A expressed in mouse NIH/3T3 cell membranes after 30 mins by scintillation c,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2094123,,,Kd,147.91,,,,Affinity against 5-hydroxytryptamine receptors in rat fundus model,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2094123,,,Kd,147.91,,,,Binding affinity at rat 5-hydroxytryptamine receptor.,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL323,,,Kd,147.91,,,,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus,,
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,CHEMBL2094123,,,Kd,147.91,,,,Competitive antagonist activity at 5-HT serotonin receptor in Sprague-Dawley rat stomach fundus model assessed as inhibi,,
cid:62787,62787,"2,5-DMA",Amphetamine,bindingdb,5-hydroxytryptamine receptor 2A,,Human,Ki,211.0,211.0,,,,,
cid:62787,62787,"2,5-DMA",Amphetamine,bindingdb,5-hydroxytryptamine receptor 2A,,Rat,Ki,268.0,268.0,,,,,
cid:62787,62787,"2,5-DMA",Amphetamine,bindingdb,5-hydroxytryptamine receptor 2B,,Human,Ki,1039.0,1039.0,,,,,
cid:62787,62787,"2,5-DMA",Amphetamine,bindingdb,Amine oxidase [flavin-containing] A,,Rat,IC50,,,,,,,
cid:62787,62787,"2,5-DMA",Amphetamine,bindingdb,Serotonin 2 (5-HT2) receptor,,Rat,Ki,465.0,465.0,,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1A,HTR1A,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1B,HTR1B,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1D,HTR1D,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1E,HTR1E,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2A,HTR2A,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2B,HTR2B,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2C,HTR2C,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT5a,HTR5A,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT6,HTR6,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT7,HTR7,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,alpha1A,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,alpha1B,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha1D,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2A,,HUMAN,Ki,134.0,134.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2B,,HUMAN,Ki,211.0,211.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2C,,HUMAN,Ki,41.0,41.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,beta1,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Beta 2,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,beta3,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D1,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D2,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D3,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D4,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D5,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,DAT,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Norepinephrine transporter,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,SERT,,HUMAN,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Sigma 1,,RAT,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Sigma 2,,RAT,Ki,10000.0,10000.0,Halberstadt Adam L et al 2019,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,iuphar,5-HT<sub>2A</sub> receptor,,Rat,pKi,,,8.7,,,False,False
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,CHEMBL322,,,Ki,2.2,2.2,,,Binding affinity to rat 5-HT2A assessed as inhibition constant by liquid scintillation counter analysis,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,CHEMBL1833,,,Ki,2.3,2.3,,,Binding affinity to 5-HT2B (unknown origin) assessed as inhibition constant by liquid scintillation counter analysis,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,CHEMBL225,,,Ki,7.0,7.0,,,Binding affinity to 5-HT2C (unknown origin) assessed as inhibition constant by liquid scintillation counter analysis,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 1B,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 1E,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2A,,Human,Kd,0.097,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2C,,Human,Ki,2.0,2.0,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 7,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Alpha-1A adrenergic receptor,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,D(1A) dopamine receptor,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,D(1B) dopamine receptor,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Histamine H2 receptor,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Histamine H3 receptor,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Kappa-type opioid receptor,,Human,Ki,288.0,288.0,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Mu-type opioid receptor,,Human,Ki,82.0,82.0,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M2,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M5,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Sodium-dependent dopamine transporter,,Human,Ki,,,,,,,
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,bindingdb,Sodium-dependent serotonin transporter,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,iuphar,5-HT<sub>2A</sub> receptor,,Human,pKi,,,9.2,,,False,False
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL324,,,Ki,36.0,36.0,,,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesul,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL224,,,Ki,34.0,34.0,,,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL224,,,Ki,1.0,1.0,,,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL322,,,Ki,16.0,16.0,,,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL324,,,Ki,190.0,190.0,,,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL324,,,Ki,36.0,36.0,,,Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homoge,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL2093870,,,Ki,34.0,34.0,,,Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogen,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL224,,,Ki,0.66,0.66,,,Displacement of (+/-)-[125I]DOI from human cloned 5HT2A receptor,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL322,,,Ki,0.88,0.88,,,Displacement of (+/-)-[125I]DOI from rat cloned 5HT2A receptor,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL322,,,EC50,27.0,,,,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of phospholipase C-mediated IP producti,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL322,,,EC50,,,,,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of arachidonic acid release,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL322,,,EC50,,,,,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of 2-arachidonylglycerol production,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL5857,,,EC50,7190.0,,,,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL224,,,EC50,1.6,,,,Agonist activity at human 5-HT2AR expressed in HEK293 cells incubated upto 90 sec by Fluo-4 AM dye based Ca2+ imaging as,,
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,CHEMBL225,,,EC50,4100.0,,,,Agonist activity at human 5-HT2CR expressed in HEK293 cells incubated upto 90 sec by Fluo-4 AM dye based Ca2+ imaging as,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 1A,,Human,Ki,240.8,240.8,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 1B,,Human,Ki,104.4,104.4,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 1D,,Human,Ki,26.3,26.3,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2A,,Rat,EC50,27.0,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2C,,Human,Ki,89.5,89.5,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 3A,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 5A,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 6,,Human,Ki,319.9,319.9,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 7,,Human,Ki,209.5,209.5,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Alpha-1A adrenergic receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Alpha-1B adrenergic receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Cannabinoid receptor 1,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,"Carnitine O-palmitoyltransferase 2, mitochondrial",,Human,Ki,7116.0,7116.0,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,D(1B) dopamine receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,D(2) dopamine receptor,,Human,Ki,3371.0,3371.0,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Gamma-aminobutyric acid receptor subunit alpha-1,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Gamma-aminobutyric acid receptor subunit alpha-1/Adenosine receptor A1,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,"Glutamate receptor ionotropic, NMDA 2A",,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Histamine H3 receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Histamine H4 receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Mu-type opioid receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M1,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M2,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M4,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M5,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Prostaglandin E2 receptor EP3 subtype,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Serotonin 2 (5-HT2) receptor,,Rat,Ki,34.0,34.0,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Sigma intracellular receptor 2,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Sigma non-opioid intracellular receptor 1,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Sodium-dependent noradrenaline transporter,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Vasopressin V1a receptor,,Human,Ki,,,,,,,
cid:98527,98527,2C-B,Substituted_phenethylamines,bindingdb,Vasopressin V1b receptor,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,CHEMBL322,,,Ki,34.0,34.0,,,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,CHEMBL273,,,Ki,0.8,0.8,,,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,CHEMBL322,,,Ki,34.0,34.0,,,Displacement of [3H]ketanserin from 5HT2A receptor in Sprague-Dawley rat brain by liquid scintillation spectroscopy,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,5-hydroxytryptamine receptor 1A,,Rat,Ki,0.8,0.8,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,5-hydroxytryptamine receptor 2A,,Human,Ki,11.6,11.6,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,5-hydroxytryptamine receptor 2B,,Human,Ki,0.9,0.9,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Alpha-2A adrenergic receptor,,Human,Ki,144.8,144.8,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Alpha-2B adrenergic receptor,,Human,Ki,624.2,624.2,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Alpha-2C adrenergic receptor,,Human,Ki,233.3,233.3,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Cannabinoid receptor 2,,Human,Ki,8974.0,8974.0,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,D(1A) dopamine receptor,,Human,Ki,4963.0,4963.0,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,D(4) dopamine receptor,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Delta-type opioid receptor,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Histamine H1 receptor,,Human,Ki,5753.0,5753.0,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Histamine H4 receptor,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Kappa-type opioid receptor,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Muscarinic acetylcholine receptor M3,,Human,Ki,338.6,338.6,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Neuronal acetylcholine receptor subunit alpha-3/beta-2,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Neuronal acetylcholine receptor subunit alpha-4/beta-2,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Nischarin,,Human,Ki,,,,,,,
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",bindingdb,Sodium-dependent serotonin transporter,,Human,Ki,,,,,,,
cid:29979100,29979100,2C-C,Substituted_phenethylamines,bindingdb,Trace amine-associated receptor 1,,Human,EC50,3750.0,,,,,,
cid:135740,135740,2C-D,Substituted_phenethylamines,chembl,CHEMBL5857,,,EC50,6478.0,,,,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,chembl,CHEMBL5857,,,EC50,6410.0,,,,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2A,,Human,EC50,2.5,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2B,,Human,Ki,25.1,25.1,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 2C,,Human,EC50,0.2331,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 3A,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 5A,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,5-hydroxytryptamine receptor 6,,Human,Ki,2971.0,2971.0,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Alpha-2A adrenergic receptor,,Human,Ki,490.1,490.1,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Alpha-2B adrenergic receptor,,Human,Ki,305.5,305.5,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Alpha-2C adrenergic receptor,,Human,Ki,90.2,90.2,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Beta-1 adrenergic receptor,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Cannabinoid receptor 2,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Delta-type opioid receptor,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Gamma-aminobutyric acid receptor subunit alpha-1,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Gamma-aminobutyric acid receptor subunit alpha-1/Adenosine receptor A1,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Histamine H1 receptor,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Histamine H4 receptor,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Kappa-type opioid receptor,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M1,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M3,,Human,Ki,2556.3,2556.3,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Muscarinic acetylcholine receptor M4,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Nischarin,,Human,Ki,,,,,,,
cid:24729233,24729233,2C-E,Substituted_phenethylamines,bindingdb,Sigma intracellular receptor 2,,Human,Ki,,,,,,,
