substance_id,cid,substance_name,substance_class,source,activity_type,value_nm,units,relation,target_id,assay_description
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,IC50,100000.0,nM,>,CHEMBL3358,Inhibitory concentration against monoamine oxidase A in rat brain mitochondrial suspension
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,465.0,nM,=,CHEMBL2093870,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,1020.0,nM,=,CHEMBL2095159,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL2093870,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,4720.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,10000.0,nM,>,CHEMBL324,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL2093870,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,1217.0,nM,=,CHEMBL324,Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homoge
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL2093870,Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogen
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,1020.0,nM,=,CHEMBL2095159,Binding affinity for 5-hydroxytryptamine 1 receptor of rat prefrontal cortex
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL2093870,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL322,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from 5HT2A receptor in Sprague-Dawley rat brain by liquid scintillation spectroscopy
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL224,Displacement of [3H]ketanserin from 5HT2A receptor expressed in NIH3T3 cells
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,5200.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from 5HT2A in Sprague-Dawley rat cortex membranes measured after 15 mins
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,268.0,nM,=,CHEMBL322,Displacement of [3H]DOB from 5HT2A in Sprague-Dawley rat cortex membranes measured after 15 mins by scintillation counti
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,211.0,nM,=,CHEMBL224,Displacement of [125I]DOI from recombinant human 5HT2A expressed in Syrian hamster AV12 cell membranes
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Ki,4720.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from rat 5HT2A expressed in mouse NIH/3T3 cell membranes after 30 mins by scintillation c
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Kd,147.91,nM,=,CHEMBL2094123,Affinity against 5-hydroxytryptamine receptors in rat fundus model
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Kd,147.91,nM,=,CHEMBL2094123,Binding affinity at rat 5-hydroxytryptamine receptor.
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Kd,147.91,nM,=,CHEMBL323,Affinity against 5-hydroxytryptamine 2B receptor in the isolated rat stomach fundus
cid:62787,62787,"2,5-DMA",Amphetamine,chembl,Kd,147.91,nM,=,CHEMBL2094123,Competitive antagonist activity at 5-HT serotonin receptor in Sprague-Dawley rat stomach fundus model assessed as inhibi
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,Ki,2.2,nM,=,CHEMBL322,Binding affinity to rat 5-HT2A assessed as inhibition constant by liquid scintillation counter analysis
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,Ki,2.3,nM,=,CHEMBL1833,Binding affinity to 5-HT2B (unknown origin) assessed as inhibition constant by liquid scintillation counter analysis
cid:10251906,10251906,25I-NBOMe,Substituted_phenethylamines,chembl,Ki,7.0,nM,=,CHEMBL225,Binding affinity to 5-HT2C (unknown origin) assessed as inhibition constant by liquid scintillation counter analysis
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,36.0,nM,=,CHEMBL324,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesul
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,34.0,nM,=,CHEMBL224,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,1.0,nM,=,CHEMBL224,Affinity against 5-hydroxytryptamine 2A receptor (D) labeled with [125I]DOI.
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,16.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,190.0,nM,=,CHEMBL324,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,36.0,nM,=,CHEMBL324,Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homoge
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,34.0,nM,=,CHEMBL2093870,Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogen
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,0.66,nM,=,CHEMBL224,Displacement of (+/-)-[125I]DOI from human cloned 5HT2A receptor
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,Ki,0.88,nM,=,CHEMBL322,Displacement of (+/-)-[125I]DOI from rat cloned 5HT2A receptor
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,27.0,nM,=,CHEMBL322,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of phospholipase C-mediated IP producti
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,,,,CHEMBL322,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of arachidonic acid release
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,,,,CHEMBL322,Activity at rat 5HT2A receptor expressed in NIH3T3 cells assessed as stimulation of 2-arachidonylglycerol production
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,7190.0,nM,=,CHEMBL5857,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,1.6,nM,=,CHEMBL224,Agonist activity at human 5-HT2AR expressed in HEK293 cells incubated upto 90 sec by Fluo-4 AM dye based Ca2+ imaging as
cid:98527,98527,2C-B,Substituted_phenethylamines,chembl,EC50,4100.0,nM,=,CHEMBL225,Agonist activity at human 5-HT2CR expressed in HEK293 cells incubated upto 90 sec by Fluo-4 AM dye based Ca2+ imaging as
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,Ki,34.0,nM,=,CHEMBL322,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,Ki,0.8,nM,=,CHEMBL273,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand
cid:10265873,10265873,2C-B-FLY,"Substituted_phenethylamines, Substituted_benzofurans",chembl,Ki,34.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from 5HT2A receptor in Sprague-Dawley rat brain by liquid scintillation spectroscopy
cid:135740,135740,2C-D,Substituted_phenethylamines,chembl,EC50,6478.0,nM,=,CHEMBL5857,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16
cid:24729233,24729233,2C-E,Substituted_phenethylamines,chembl,EC50,6410.0,nM,=,CHEMBL5857,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Ki,3000.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Ki,5520.0,nM,=,CHEMBL324,Displacement of [3H]mesulergine from A9 cells stably expressing rat 5-hydroxytryptamine 2C receptor
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Ki,2820.0,nM,=,CHEMBL322,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Ki,6400.0,nM,=,CHEMBL324,Binding affinity against rat 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Ki,2820.0,nM,=,CHEMBL322,Displacement of [3H]ketanserin from rat 5HT2A expressed in mouse NIH/3T3 cell membranes after 30 mins by scintillation c
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,EC50,11000.0,nM,=,CHEMBL229,Alpha-1 adrenergic receptor agonist activity in rabbit ear artery
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,EC50,2010.0,nM,=,CHEMBL5857,Agonist activity at human trace amine associated receptor 1 expressed in RD-HGA16 CHO-K1 cells coexpressed with Galpha16
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Kd,141.25,nM,=,CHEMBL2094123,Affinity against 5-hydroxytryptamine receptors in rat fundus model
cid:76632,76632,2C-H,Substituted_phenethylamines,chembl,Kd,141.25,nM,=,CHEMBL2094123,Competitive antagonist activity at 5-HT serotonin receptor in Sprague-Dawley rat stomach fundus model assessed as inhibi
cid:10267191,10267191,2C-I,Substituted_phenethylamines,chembl,Ki,80.9,nM,=,CHEMBL2111383,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2
cid:10267191,10267191,2C-I,Substituted_phenethylamines,chembl,Ki,1.9,nM,=,CHEMBL2111383,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2
cid:6405,6405,2M2B,Alcohol,chembl,IC50,20000.0,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:6405,6405,2M2B,Alcohol,chembl,IC50,19952.62,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:133277,133277,3-HO-PCP,Arylcyclohexylamines,chembl,Ki,38.0,nM,=,CHEMBL612545,Binding affinity against PCP site of the NMDA Receptor using [3H]TCP radioligand
cid:9991554,9991554,4-HO-DET,Substituted_tryptamines,chembl,Ki,25.0,nM,=,CHEMBL322,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor
cid:9991554,9991554,4-HO-DET,Substituted_tryptamines,chembl,Ki,10.0,nM,=,CHEMBL324,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2C receptor
cid:9991554,9991554,4-HO-DET,Substituted_tryptamines,chembl,Ki,49.0,nM,=,CHEMBL214,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor
cid:9991554,9991554,4-HO-DET,Substituted_tryptamines,chembl,EC50,2310.0,nM,=,CHEMBL322,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor
cid:15100753,15100753,4-MeO-PCP,Arylcyclohexylamines,chembl,IC50,15848.93,nM,=,CHEMBL1907603,Inhibition of human recombinant NR1/NR2B receptor expressed in U2OS assessed as change in intracellular calcium level by
cid:15100753,15100753,4-MeO-PCP,Arylcyclohexylamines,chembl,IC50,3981.07,nM,=,CHEMBL1907604,Inhibition of human recombinant NR1/NR2A receptor expressed in U2OS assessed as change in intracellular calcium level by
cid:52944002,52944002,4F-MPH,Substituted_phenidates,chembl,IC50,35.0,nM,=,CHEMBL338,Displacement of [3H]WIN 35428 from Sprague-Dawley rat striatal tissue after 2 hrs by liquid scintillation counting
cid:52944002,52944002,4F-MPH,Substituted_phenidates,chembl,IC50,34.67,nM,=,CHEMBL338,Displacement of [3H]WIN 35428 from Sprague-Dawley rat striatal tissue after 2 hrs by liquid scintillation counting
cid:144,144,5-Hydroxytryptophan,"Substituted_tryptamines, Amino_acid",chembl,IC50,20000.0,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:144,144,5-Hydroxytryptophan,"Substituted_tryptamines, Amino_acid",chembl,IC50,19952.62,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,IC50,8709.64,nM,=,CHEMBL228,Inhibition of [3H]5-HT uptake at human SERT expressed in HEK293 cells preincubated for 10 mins prior to substrate additi
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,IC50,42657.95,nM,=,CHEMBL222,Inhibition of [3H]norepinephrine uptake at human NET expressed in HEK293 cells preincubated for 10 mins prior to substra
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,IC50,32359.37,nM,=,CHEMBL238,Inhibition of [3H]dopamine uptake at human DAT expressed in HEK293 cells preincubated for 10 mins prior to substrate add
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,486.0,nM,=,CHEMBL612545,Displacement of [3H]DTG from sigma 2 receptor in rat PC12 cells after 1 to 1.5 hrs by scintillation counting analysis
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,489.78,nM,=,CHEMBL612545,Displacement of [3H]DTG from sigma 2 receptor in rat PC12 cells after 1 to 1.5 hrs by scintillation counting analysis
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,400.0,nM,=,CHEMBL4153,Displacement of [3H]Pentazocine from guinea pig sigma 1 receptor after 1 to 1.5 hrs by scintillation counting analysis
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,398.11,nM,=,CHEMBL4153,Displacement of [3H]Pentazocine from guinea pig sigma 1 receptor after 1 to 1.5 hrs by scintillation counting analysis
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,679.0,nM,=,CHEMBL228,Displacement of [3H]Citalopram from human recombinant serotonin transporter expressed in HEK293 cells after 1 to 1.5 hrs
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,676.08,nM,=,CHEMBL228,Displacement of [3H]Citalopram from human recombinant serotonin transporter expressed in HEK293 cells after 1 to 1.5 hrs
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL4552,Displacement of [3H]PK11195 from peripheral benzodiazepine receptor in rat brain after 1 to 1.5 hrs by scintillation cou
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL1907608,Displacement of [3H]MK801 from NMDA receptor PCP binding site in rat brain after 1 to 1.5 hrs by scintillation counting 
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL222,Displacement of [3H]Nisoxetine from human recombinant norepinephrine transporter expressed in HEK293 cells after 1 to 1.
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL233,Displacement of [3H]DAMGO from human recombinant mu opioid receptor receptor expressed in HEK293 cells after 1 to 1.5 hr
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL2035,Displacement of [3H]QNB from human recombinant muscarinic M5 receptor expressed in CHO cells after 1 to 1.5 hrs by scint
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL1821,Displacement of [3H]QNB from human recombinant muscarinic M4 receptor expressed in CHO cells after 1 to 1.5 hrs by scint
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL245,Displacement of [3H]QNB from human recombinant muscarinic M3 receptor expressed in CHO cells after 1 to 1.5 hrs by scint
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL211,Displacement of [3H]QNB from human recombinant muscarinic M2 receptor expressed in CHO cells after 1 to 1.5 hrs by scint
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL216,Displacement of [3H]QNB from human recombinant muscarinic M1 receptor expressed in CHO cells after 1 to 1.5 hrs by scint
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL237,Displacement of [3H]U69593 from human recombinant kappa opioid receptor receptor expressed in HEK293 cells after 1 to 1.
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL3759,Displacement of [3H]Histamine from human recombinant histamine H4 receptor expressed in HEK293 cells after 1 to 1.5 hrs 
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,10000.0,nM,>,CHEMBL264,Displacement of [3H]alpha-methylhistamine from human recombinant histamine H3 receptor expressed in HEK293 cells after 1
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,4247.0,nM,=,CHEMBL1941,Displacement of [3H]Tiotidine from human recombinant histamine H2 receptor expressed in HEK293 cells after 1 to 1.5 hrs 
cid:50878551,50878551,5-MeO-DALT,Substituted_tryptamines,chembl,Ki,4265.8,nM,=,CHEMBL1941,Displacement of [3H]Tiotidine from human recombinant histamine H2 receptor expressed in HEK293 cells after 1 to 1.5 hrs 
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,15.0,nM,=,CHEMBL214,Binding affinity against 5-hydroxytryptamine 1A receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,550.0,nM,=,CHEMBL1898,Binding affinity against 5-hydroxytryptamine 1B receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,250.0,nM,=,CHEMBL324,Binding affinity against 5-hydroxytryptamine 1C receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,49.0,nM,=,CHEMBL2304407,Binding affinity against 5-hydroxytryptamine 1D receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,1900.0,nM,=,CHEMBL2093870,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ket as radioligand.
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,60.0,nM,=,CHEMBL2093870,Binding affinity against 5-hydroxytryptamine 2 receptor using [125I]DOI as radioligand.
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,11.0,nM,=,CHEMBL273,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]-8-OH-DPAT a
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,49.0,nM,=,CHEMBL1983,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- seroto
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,250.0,nM,=,CHEMBL225,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,130.0,nM,=,CHEMBL2093870,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [125I]DO
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,1800.0,nM,=,CHEMBL2093870,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [3H]keta
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,9.53,nM,=,CHEMBL322,Inhibition of [125I]DOI binding to 5HT2A receptor in rat cerebral cortex
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,14000.0,nM,=,CHEMBL4078,Inhibition of Electric eel AChE assessed as amount of thiocholine released using acetylthiocholine iodide as substrate a
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,20000.0,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,IC50,19952.62,nM,>,CHEMBL4303835,Antiviral activity determined as inhibition of SARS-CoV-2 induced cytotoxicity of VERO-6 cells at 10 uM after 48 hours e
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,16.0,nM,=,CHEMBL3371,Binding affinity towards human 5-hydroxytryptamine 6 receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,30.0,nM,=,CHEMBL3155,Binding affinity of compound towards rodent 5-hydroxytryptamine 7 receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,7.8,nM,=,CHEMBL273,Binding affinity towards 5-hydroxytryptamine 1A receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,350.0,nM,=,CHEMBL3459,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,620.0,nM,=,CHEMBL2093870,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,15.0,nM,=,CHEMBL2093870,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) "
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,16.0,nM,=,CHEMBL3371,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,1600.0,nM,=,CHEMBL322,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical "
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,50.0,nM,=,CHEMBL2095159,Evaluated for binding affinity towards rat cortical membranes at 5-hydroxytryptamine 1 receptor binding site by using [3
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,20.0,nM,=,CHEMBL273,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by 
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,90.0,nM,=,CHEMBL3459,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,1200.0,nM,=,CHEMBL2093870,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,390.0,nM,=,CHEMBL2093870,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,960.0,nM,=,CHEMBL324,Affinity against 5-hydroxytryptamine 2C receptor in J1 cells transfected with the rat 5-HT2C gene labeled with [3H]mesul
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,Ki,620.0,nM,=,CHEMBL224,Affinity against 5-hydroxytryptamine 2A receptor (K) labeled with [3H]ketanserin.
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,462.0,nM,=,CHEMBL322,Activity against 5HT2A mediated intracellular calcium mobilization by FLIPR in rat vascular smooth muscle cells
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,240.0,nM,=,CHEMBL323,Activity against 5HT2B receptor in longitudinal stomach fundus strips in wistar rats
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,77.8,nM,=,CHEMBL324,Activity against recombinant rat 5HT2C mediated intracellular calcium mobilization by FLIPR in SR3T3 cells
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,197.0,nM,=,CHEMBL214,PUBCHEM_BIOASSAY: Dose Response assay for agonists of 5-Hydroxytryptamine (Serotonin) Receptor Subtype 1A (5HT1A). (Clas
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,670.0,nM,,CHEMBL1741219,PUBCHEM_BIOASSAY: Confirmation dose response assay for compounds that allosterically potentiate transient receptor poten
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,257.0,nM,=,CHEMBL1945,Agonist activity at human melatonin receptor-1 transfected in CHO cell membranes after 1 hr by GTPgammaS binding assay
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,112.0,nM,=,CHEMBL1946,Agonist activity at human melatonin receptor-2 transfected in CHO cell membranes after 1 hr by GTPgammaS binding assay
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,1.76,nM,=,CHEMBL224,Agonist activity at 5HT2A receptor (unknown origin) expressed in HEK293 cells by FLIPR calcium flux assay
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,1.76,nM,=,CHEMBL224,Agonist activity at 5-HT2A receptor (unknown origin) by calcium flux assay
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,1.85,nM,=,CHEMBL224,Agonist activity at human 5-HT2A receptor expressed in CHO cells measured after 140 secs by Fluo-4 dye based calcium mob
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,2.239,nM,=,CHEMBL224,Agonist activity at human 5-HT2A receptor expressed in CHO cells measured after 140 secs by Fluo-4 dye based calcium mob
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,5.87,nM,=,CHEMBL1833,Agonist activity at human 5-HT2B receptor expressed in Flp-In-T-REx-293 cells measured after 140 secs by Fluo-4 dye base
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,chembl,EC50,8.128,nM,=,CHEMBL1833,Agonist activity at human 5-HT2B receptor expressed in Flp-In-T-REx-293 cells measured after 140 secs by Fluo-4 dye base
