substance_id,cid,substance_name,substance_class,source,target_name,gene,species,ki_nm,reference,reference_source
cid:62787,62787,"2,5-DMA",Amphetamine,pdsp,5-HT2A,HTR2A,UNDEFINED,5200.0,"Runyon SP et al., 2008",UNDEFINED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1A,HTR1A,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1B,HTR1B,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1D,HTR1D,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT1E,HTR1E,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2A,HTR2A,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2B,HTR2B,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT2C,HTR2C,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT5a,HTR5A,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT6,HTR6,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,5-HT7,HTR7,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,alpha1A,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,alpha1B,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha1D,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2A,,HUMAN,134.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2B,,HUMAN,211.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Alpha2C,,HUMAN,41.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,beta1,,HUMAN,10000.0,Halberstadt Adam L et al 2019,HEART
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Beta 2,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,beta3,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D1,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D2,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D3,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D4,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,D5,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,DAT,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Norepinephrine transporter,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,SERT,,HUMAN,10000.0,Halberstadt Adam L et al 2019,CLONED
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Sigma 1,,RAT,10000.0,Halberstadt Adam L et al 2019,BRAIN
cid:76310,76310,2-Aminoindane,Aminoindane,pdsp,Sigma 2,,RAT,10000.0,Halberstadt Adam L et al 2019,PC12
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Norepinephrine transporter,,HUMAN,180.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Dopamine Transporter,SLC6A3,HUMAN,265.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT Transporter,SLC6A4,HUMAN,811.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2B,HTR2B,HUMAN,14.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2,,HUMAN,527.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT7,HTR7,HUMAN,1060.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT1A,HTR1A,HUMAN,3793.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT1D,HTR1D,HUMAN,5085.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2A,HTR2A,HUMAN,2184.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2A,ADRA2A,HUMAN,1958.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2B,ADRA2B,HUMAN,693.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2C,ADRA2C,HUMAN,492.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,DOPAMINE D4,DRD4,HUMAN,4065.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Norepinephrine transporter,,HUMAN,2383.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Norepinephrine transporter,,HUMAN,85.0,"Iversen l., et al., 2012",CLONED
cid:9837232,9837232,5-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Serotonin,Serotonin,HUMAN,552.0,"Iversen l., et al., 2012",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2C,HTR2C,PIG,100.0,"HOYER, 1988 or 9 (book)",Choroid Plexus
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2C,HTR2C,PIG,87.1,"HOYER, 1988",Choroid Plexus
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2C,HTR2C,PIG,100.0,"HOYER ET AL., 1989",Choroid Plexus
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1B,HTR1B,RAT,320.0,"PEROUTKA, 1986",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1B,HTR1B,RAT,351.0,"OFFORD ET AL., 1988",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1D,HTR1D,BOVINE,77.14,"PEROUTKA, 1985",STRIATUM
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1D,HTR1D,CALF,28.8,"WAEBER ET AL., 1988",CAUDATE
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1D,HTR1D,PIG,66.1,"WAEBER ET AL., 1988",CAUDATE
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,HUMAN,207.0,"SADZOT ET AL., 1989",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,BOVINE,390.0,"MCKENNA, ET AL., 1989",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,600.0,"LYON ET AL., 1988",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,600.0,"LYON ET AL., 1988",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,616.0,"LYON ET AL., 1987",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,617.0,"HOYER, 1988 (TIPS)",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,620.0,"GLENNON ET AL., 1988",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2B,HTR2B,BOVINE,1300.0,"MCKENNA & PEROUTKA, 1989",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT7,HTR7,RAT,20.9,"SHEN Y, ET AL., 1993",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT7,HTR7,RAT,8.26,"SHEN Y, ET AL., 1993",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT6,HTR6,RAT,79.8,"MONSMA FJ Jr. ET AL., 1993",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1E,HTR1E,HUMAN,528.0,"ZGOMBICK JM, ET AL., 1992",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1F,HTR1F,HUMAN,37.0,"Adham N, et al., 1992",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1D,HTR1D,Dog,5.12,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1B,HTR1B,HUMAN,23.44,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1E,HTR1E,HUMAN,524.8,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1F,HTR1F,HUMAN,37.15,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT6,HTR6,RAT,79.43,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT7,HTR7,RAT,20.89,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT7,HTR7,RAT,8.31,"BOESS FG, ET AL., 1994",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,HUMAN,1325.0,"Egan C, et.al., 2000",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,HUMAN,90.0,"Egan C, et.al., 2000",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT6,HTR6,HUMAN,78.0,"Glennon RA, et.al., 2000",CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,RAT,14.0,"MCKENNA & PEROUTKA, 1989",CORTEX
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1A,HTR1A,HUMAN,1.9,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1B,HTR1B,HUMAN,74.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1D,HTR1D,HUMAN,6.3,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT1E,HTR1E,HUMAN,360.2,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2A,HTR2A,HUMAN,2011.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2B,HTR2B,HUMAN,3884.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT2C,HTR2C,HUMAN,538.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT5a,HTR5A,HUMAN,276.6,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT6,HTR6,HUMAN,35.5,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT7,HTR7,HUMAN,3.9,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,D1,,HUMAN,79.5,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,D2,,HUMAN,3562.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,D3,,HUMAN,497.6,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,D4,,HUMAN,3120.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,D5,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,alpha1A,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,alpha1B,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Alpha2A,,HUMAN,1890.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Alpha2B,,HUMAN,2640.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Alpha2C,,HUMAN,508.1,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Beta 1,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Beta 2,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,SERT,,HUMAN,2032.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Norepinephrine transporter,,HUMAN,2859.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Imidazoline 1,,HUMAN,2498.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Sigma-1,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Sigma-2,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,KOR,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,"Cholinergic, muscarinic M1",CHRM1,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,"Cholinergic, muscarinic M2",CHRM2,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,"Cholinergic, muscarinic M3",CHRM3,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,"Cholinergic, muscarinic M4",CHRM4,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,"Cholinergic, muscarinic M5",CHRM5,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,H2,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,CB1,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,CB2,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,Calcium channel,,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,NMDA,,RAT,10000.0,Ray TS 2010,CORTICAL MEMBRANES
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,5-HT3,HTR3A,HUMAN,10000.0,Ray TS 2010,CLONED
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,GABA A,,RAT,10000.0,Ray TS 2010,CORTICAL MEMBRANES
cid:1832,1832,5-MeO-DMT,Substituted_tryptamines,pdsp,BZP Rat Brain,,RAT,10000.0,Ray TS 2010,CORTICAL MEMBRANES
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Norepinephrine transporter,,HUMAN,117.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Dopamine Transporter,SLC6A3,HUMAN,150.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT Transporter,SLC6A4,HUMAN,2698.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2A,HTR2A,HUMAN,1927.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT1A,HTR1A,HUMAN,1284.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2B,HTR2B,HUMAN,3.6,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT2,,HUMAN,753.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,5-HT7,HTR7,HUMAN,155.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2A,ADRA2A,HUMAN,213.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2B,ADRA2B,HUMAN,253.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,adrenergic Alpha2C,ADRA2C,HUMAN,45.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Beta 1,,HUMAN,4037.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Norepinephrine transporter,,HUMAN,574.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Dopamine Transporter,SLC6A3,HUMAN,565.0,"Iversen l., et al., 2012",CLONED
cid:9794343,9794343,6-APB,"Substituted_amphetamines, Substituted_benzofurans",pdsp,Serotonin,Serotonin,HUMAN,4046.0,"Iversen l., et al., 2012",CLONED
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,4.0,"Mukhin, et al, 1999",BRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M2",CHRM2,HUMAN,347.0,"Kovacs, Yamamura, Waite, Varga, Roeske, 1998",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M2",CHRM2,RAT,430.0,"Kovacs, Yamamura, Waite, Varga, Roeske, 1998",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M1",CHRM1,RAT,2960.0,"Wei,Roeske,Lai,Wanibuchi,Hidaka,Usuda,Yamamura1992",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M2",CHRM2,RAT,700.0,"Wei,Roeske,Lai,Wanibuchi,Hidaka,Usuda,Yamamura1992",CLONED
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,69.0,"Davila-Garcia,Musachio,Perry,Xiao,Horti,London1997",FOREBRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,Mammalian,10000.0,"Whiteaker P, Sharples CG, Wonnacott S, 1998",M10 Cells
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,Mammalian,6.8,"Whiteaker P, Sharples CG, Wonnacott S, 1998",M10 membranes
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha3Beta4x",,RAT,881.0,"Xiao,Meyer,Thompson,Surin,Wroblewski,Kellar, 1998",CLONED
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,32.8,"Xiao,Meyer,Thompson,Surin,Wroblewski,Kellar, 1998",FOREBRAIN
cid:187,187,Acetylcholine,,pdsp,Nicotinic Alpha-Bungarotoxin,,RAT,6200.0,"Quik M, Choremis, Komourian, Lukas, Puchacz, 1996",CLONED
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,47.3,"Houghtling RA, Davila-Garcia MI, Kellar KJ, 1995",FOREBRAIN
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,352.6,"Houghtling RA, Davila-Garcia MI, Kellar KJ, 1995",FOREBRAIN
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,32.7,"Pabreza LA, Dhawan S, Kellar KJ, 1991",CEREBRAL CORTEX
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,3.0,"Lippiello PM, Fernandes KG, 1986",BRAIN
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,11.6,"Khan IM, et al., 1994",Spinal cord
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M1",CHRM1,HUMAN,3.4,"Mei L, et al., 1991",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic",,RAT,2000.0,"Yamamura HI, et al., 1974",BRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,HUMAN,2.66,"Gopalakrishnan M, et al., 1996",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic",,RABBIT,3230.0,"Bloom JW, et al., 1987",LUNG
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic",,RABBIT,478.0,"Bloom JW, et al., 1987",LUNG
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M1",CHRM1,RAT,10000.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M2",CHRM2,HUMAN,340.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M3",CHRM3,RAT,2400.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M3",CHRM3,HUMAN,4200.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M4",CHRM4,HUMAN,5400.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic M5",CHRM5,HUMAN,800.0,"Cheng K, et al., 2002",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha6Beta2",,Chick,123.0,"Vailati S, et al., 2003",retina
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha6Beta4",,Chick,72.0,"Vailati S, et al., 2003",retina
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha6",,Chick,76.0,"Vailati S, et al., 2003",retina
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,HUMAN,18.0,"Eaton JB, et.al.,2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha2Beta2",,RAT,4.2,"Jensen AA, et al., 2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,RAT,33.0,"Jensen AA, et al., 2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha2Beta4",,RAT,110.0,"Jensen AA, et al., 2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha3Beta4",,RAT,620.0,"Jensen AA, et al., 2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta4",,RAT,58.0,"Jensen AA, et al., 2003",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha7",,RAT,10000.0,"Jensen AA, et al., 2003",BRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha7/5-HT3",,RAT,10000.0,"Jensen AA, et al., 2003",BRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, muscarinic",,RAT,10000.0,"Sanchez-Roa, P.M., et al., 1989",Striatal Membranes
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha2Beta2",,RAT,11.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha2Beta4",,RAT,110.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha3Beta2",,RAT,56.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha3Beta4",,RAT,850.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,RAT,44.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta4",,RAT,99.0,"Xiao Y et al., 2004",CLONED
cid:187,187,Acetylcholine,,pdsp,n-AChR,,RAT,45.0,"Xiao Y et al., 2004",FOREBRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha4Beta2",,RAT,7.6,"Bisson WH, et al., 2005",BRAIN
cid:187,187,Acetylcholine,,pdsp,"Cholinergic, Nicotinic Alpha3Beta4",,RAT,881.0,"Bisson WH, et al., 2005",BRAIN
cid:187,187,Acetylcholine,,pdsp,CANNABINOID CB1,CNR1,Hirudo medicinalis,1000.0,"Stefano, GB et al., 1997",ganglia
