substance_id,cid,substance_name,substance_class,source,target_id,target_name,target_species,interaction_type,action,affinity_display,affinity_parameter,endogenous,primary_target
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,11,5-HT<sub>6</sub> receptor,Human,Antagonist,Antagonist,5.6,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,12,5-HT<sub>7</sub> receptor,Human,Antagonist,Inverse agonist,8.3 - 8.7,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,12,5-HT<sub>7</sub> receptor,Rat,Antagonist,Inverse agonist,8.9 - 9.0,pKd,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,22,&alpha;<sub>1A</sub>-adrenoceptor,Human,Antagonist,Antagonist,8.4 - 8.7,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,23,&alpha;<sub>1B</sub>-adrenoceptor,Human,Antagonist,Antagonist,7.8 - 8.0,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,24,&alpha;<sub>1D</sub>-adrenoceptor,Human,Antagonist,Antagonist,7.4,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,262,H<sub>1</sub> receptor,Human,Antagonist,Antagonist,7.6 - 7.8,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,216,D<sub>3</sub> receptor,Human,Antagonist,Antagonist,7.0,pKi,False,False
cid:5073,5073,Risperidone,Benzisoxazole,iuphar,25,&alpha;<sub>2A</sub>-adrenoceptor,Human,Antagonist,Antagonist,7.3,pKi,False,False
cid:128563,128563,Salvinorin A,"Salvinorin, Terpenoid",iuphar,318,&kappa; receptor,Human,Agonist,Full agonist,7.8 - 8.7,pKi,False,False
cid:5202,5202,Serotonin,,iuphar,378,5-HT<sub>3</sub>AB,Human,Agonist,Agonist,6.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,2,5-HT<sub>1B</sub> receptor,Mouse,Agonist,Full agonist,8.1,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,2,5-HT<sub>1B</sub> receptor,Human,Agonist,Full agonist,7.4 - 9.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,5,5-HT<sub>1F</sub> receptor,Human,Agonist,Full agonist,8.0,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,9,5-HT<sub>4</sub> receptor,Human,Agonist,Full agonist,8.4 - 8.8,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,9,5-HT<sub>4</sub> receptor,Rat,Agonist,Full agonist,7.7,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,11,5-HT<sub>6</sub> receptor,Rat,Agonist,Full agonist,7.9,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,214,D<sub>1</sub> receptor,Human,Agonist,Partial agonist,5.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,379,5-HT<sub>3</sub>A,Human,Agonist,Agonist,6.5 - 6.9,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,2,5-HT<sub>1B</sub> receptor,Human,Agonist,Full agonist,7.5 - 8.4,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,12,5-HT<sub>7</sub> receptor,Rat,Agonist,Full agonist,8.7 - 9.2,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,379,5-HT<sub>3</sub>A,Human,Agonist,Agonist,5.5 - 6.4,pEC50,True,False
cid:5202,5202,Serotonin,,iuphar,378,5-HT<sub>3</sub>AB,Human,Agonist,Agonist,4.8 - 5.8,pEC50,True,False
cid:5202,5202,Serotonin,,iuphar,6,5-HT<sub>2A</sub> receptor,Human,Agonist,Full agonist,8.9,pKd,True,False
cid:5202,5202,Serotonin,,iuphar,1,5-HT<sub>1A</sub> receptor,Human,Agonist,Full agonist,9.1 - 9.7,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,3,5-HT<sub>1D</sub> receptor,Human,Agonist,Full agonist,8.0 - 9.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,4,5-ht<sub>1e</sub> receptor,Human,Agonist,Full agonist,8.0 - 8.2,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,5,5-HT<sub>1F</sub> receptor,Human,Agonist,Full agonist,7.7 - 8.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,5,5-HT<sub>1F</sub> receptor,Rat,Agonist,Full agonist,7.2,pIC50,True,False
cid:5202,5202,Serotonin,,iuphar,6,5-HT<sub>2A</sub> receptor,Human,Agonist,Full agonist,6.0 - 8.4,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,7,5-HT<sub>2B</sub> receptor,Human,Agonist,Full agonist,7.9 - 8.4,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,7,5-HT<sub>2B</sub> receptor,Rat,Agonist,Full agonist,8.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,9,5-HT<sub>4</sub> receptor,Mouse,Agonist,Full agonist,7.2,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,10,5-HT<sub>5A</sub> receptor,Mouse,Agonist,Full agonist,6.0 - 6.6,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,10,5-HT<sub>5A</sub> receptor,Human,Agonist,Full agonist,6.7 - 6.9,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,10,5-HT<sub>5A</sub> receptor,Rat,Agonist,Full agonist,6.6,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,11,5-HT<sub>6</sub> receptor,Rat,Agonist,Full agonist,6.6 - 7.9,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,11,5-HT<sub>6</sub> receptor,Human,Agonist,Full agonist,6.8 - 7.5,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,12,5-HT<sub>7</sub> receptor,Mouse,Agonist,Full agonist,8.3,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,12,5-HT<sub>7</sub> receptor,Human,Agonist,Full agonist,8.1 - 9.6,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,9,5-HT<sub>4</sub> receptor,Human,Agonist,Full agonist,5.9 - 7.0,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,9,5-HT<sub>4</sub> receptor,Rat,Agonist,Full agonist,6.7 - 8.2,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,8,5-HT<sub>2C</sub> receptor,Human,Agonist,Full agonist,6.8 - 8.6,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,8,5-HT<sub>2C</sub> receptor,Rat,Agonist,Full agonist,6.7 - 7.9,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,218,D<sub>5</sub> receptor,Human,Agonist,Full agonist,5.5,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,6,5-HT<sub>2A</sub> receptor,Rat,Agonist,Full agonist,6.0 - 6.5,pKi,True,False
cid:5202,5202,Serotonin,,iuphar,1161,Proton-coupled Amino acid Transporter 1,Human,Inhibitor,Inhibition,2.2,pKi,False,False
cid:36511,36511,Substance P,,iuphar,360,NK<sub>1</sub> receptor,Human,Agonist,Full agonist,8.6,pKd,False,False
cid:41693,41693,Sufentanil,Anilidopiperidine,iuphar,319,&mu; receptor,Rat,Agonist,Full agonist,9.1,pKi,False,False
cid:41693,41693,Sufentanil,Anilidopiperidine,iuphar,319,&mu; receptor,Human,Agonist,Full agonist,9.9,pKi,False,True
cid:9838022,9838022,Tapentadol,Phenylpropylamine,iuphar,319,&mu; receptor,Human,Agonist,Agonist,6.8,pKi,False,True
cid:9838022,9838022,Tapentadol,Phenylpropylamine,iuphar,926,NET,Human,Inhibitor,Inhibition,5.1,pKi,False,True
cid:16078,16078,Tetrahydrocannabinol,,iuphar,109,<i>GPR55</i>,Human,Agonist,Agonist,8.1,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,89,<i>GPR18</i>,Human,Agonist,Full agonist,6.0,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,500,TRPM8,Human,Channel blocker,None,,,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,56,CB<sub>1</sub> receptor,Human,Agonist,Partial agonist,7.3 - 7.4,pKi,False,True
cid:16078,16078,Tetrahydrocannabinol,,iuphar,57,CB<sub>2</sub> receptor,Human,Agonist,Partial agonist,7.1 - 7.5,pKi,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,485,TRPA1,Human,Activator,Agonist,4.9,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,508,TRPV2,Rat,Activator,Activation,4.8,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,425,glycine receptor &alpha;3 subunit,Human,Allosteric modulator,Potentiation,5.3,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,423,glycine receptor &alpha;1 subunit,Human,Allosteric modulator,Potentiation,5.5,pEC50,False,False
cid:16078,16078,Tetrahydrocannabinol,,iuphar,424,glycine receptor &alpha;2 subunit,Human,Allosteric modulator,Potentiation,6.0,pEC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,26,&alpha;<sub>2B</sub>-adrenoceptor,Human,Agonist,Agonist,5.8,pKi,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,25,&alpha;<sub>2A</sub>-adrenoceptor,Human,Agonist,Agonist,7.6,pIC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,25,&alpha;<sub>2A</sub>-adrenoceptor,Human,Agonist,Agonist,5.8,pEC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,25,&alpha;<sub>2A</sub>-adrenoceptor,Human,Agonist,Agonist,8.4,pEC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,26,&alpha;<sub>2B</sub>-adrenoceptor,Human,Agonist,Agonist,7.8,pIC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,26,&alpha;<sub>2B</sub>-adrenoceptor,Human,Agonist,Agonist,6.3,pEC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,26,&alpha;<sub>2B</sub>-adrenoceptor,Human,Agonist,Agonist,7.0,pEC50,False,False
cid:5487,5487,Tizanidine,"Imidazoline, Arylaminoimidazoline",iuphar,25,&alpha;<sub>2A</sub>-adrenoceptor,Human,Agonist,Agonist,6.0,pKi,False,False
cid:5572,5572,Trihexyphenidyl,,iuphar,13,M<sub>1</sub> receptor,Human,Antagonist,Antagonist,8.9,pKi,False,True
cid:5732,5732,Zolpidem,Imidazopyridine,iuphar,406,GABA<sub>A</sub> receptor &alpha;3 subunit,Human,Allosteric modulator,Positive,5.7,pKi,False,False
cid:5732,5732,Zolpidem,Imidazopyridine,iuphar,405,GABA<sub>A</sub> receptor &alpha;2 subunit,Human,Allosteric modulator,Positive,6.1,pKi,False,False
cid:5732,5732,Zolpidem,Imidazopyridine,iuphar,404,GABA<sub>A</sub> receptor &alpha;1 subunit,Human,Allosteric modulator,Positive,7.4 - 7.7,pKi,False,True
cid:64961,64961,Beta-Carboline,,iuphar,2829,"indoleamine 2,3-dioxygenase 1",Human,Inhibitor,Inhibition,0.9,pKi,False,False
